"SiteID","Pct_Windows_Facing_North","Pct_Windows_Facing_NorthEast","Pct_Windows_Facing_East","Pct_Windows_Facing_SouthEast","Pct_Windows_Facing_South","Pct_Windows_Facing_SouthWest","Pct_Windows_Facing_West","Pct_Windows_Facing_NorthWest","Pct_Windows_Facing_Unknown"
"SITE_674","30.8%","0.0%","7.7%","0.0%","46.2%","0.0%","15.4%","0.0%","0.0%"
"SITE_675","16.7%","0.0%","16.7%","0.0%","29.2%","0.0%","37.5%","0.0%","0.0%"
"SITE_676","0.0%","0.0%","0.0%","33.3%","0.0%","11.1%","0.0%","55.6%","0.0%"
"SITE_677","21.4%","0.0%","28.6%","0.0%","7.1%","0.0%","42.9%","0.0%","0.0%"
"SITE_678","0.0%","0.0%","40.0%","0.0%","10.0%","0.0%","50.0%","0.0%","0.0%"
"SITE_679","33.3%","0.0%","22.2%","0.0%","33.3%","0.0%","11.1%","0.0%","0.0%"
"SITE_68","29.4%","0.0%","17.6%","0.0%","35.3%","0.0%","17.6%","0.0%","0.0%"
"SITE_680","30.0%","0.0%","10.0%","0.0%","30.0%","0.0%","30.0%","0.0%","0.0%"
"SITE_681","25.0%","0.0%","25.0%","0.0%","37.5%","0.0%","12.5%","0.0%","0.0%"
"SITE_682","22.7%","0.0%","0.0%","0.0%","22.7%","0.0%","54.5%","0.0%","0.0%"
"SITE_683","30.8%","0.0%","30.8%","0.0%","7.7%","0.0%","30.8%","0.0%","0.0%"
"SITE_684","0.0%","0.0%","50.0%","0.0%","0.0%","0.0%","50.0%","0.0%","0.0%"
"SITE_685","22.2%","0.0%","11.1%","0.0%","44.4%","0.0%","22.2%","0.0%","0.0%"
"SITE_686","30.8%","0.0%","30.8%","0.0%","15.4%","0.0%","23.1%","0.0%","0.0%"
"SITE_687","0.0%","44.4%","0.0%","11.1%","0.0%","33.3%","0.0%","11.1%","0.0%"
"SITE_688","4.2%","4.2%","8.3%","25.0%","8.3%","8.3%","4.2%","37.5%","0.0%"
"SITE_689","0.0%","0.0%","33.3%","0.0%","33.3%","0.0%","33.3%","0.0%","0.0%"
"SITE_69","21.4%","0.0%","42.9%","0.0%","14.3%","0.0%","21.4%","0.0%","0.0%"
"SITE_690","0.0%","0.0%","47.1%","0.0%","23.5%","0.0%","29.4%","0.0%","0.0%"
"SITE_691","42.9%","0.0%","0.0%","0.0%","50.0%","0.0%","7.1%","0.0%","0.0%"
"SITE_692","22.2%","0.0%","38.9%","0.0%","11.1%","0.0%","27.8%","0.0%","0.0%"
"SITE_693","25.0%","6.2%","12.5%","0.0%","43.8%","0.0%","6.2%","6.2%","0.0%"
"SITE_694","18.2%","18.2%","9.1%","0.0%","9.1%","9.1%","9.1%","27.3%","0.0%"
"SITE_695","13.0%","4.3%","8.7%","13.0%","13.0%","13.0%","4.3%","30.4%","0.0%"
"SITE_696","18.2%","0.0%","36.4%","0.0%","18.2%","0.0%","27.3%","0.0%","0.0%"
"SITE_697","0.0%","0.0%","71.4%","0.0%","14.3%","0.0%","14.3%","0.0%","0.0%"
"SITE_698","20.0%","0.0%","20.0%","0.0%","30.0%","0.0%","30.0%","0.0%","0.0%"
"SITE_699","20.0%","10.0%","20.0%","0.0%","20.0%","0.0%","30.0%","0.0%","0.0%"
"SITE_7","8.3%","0.0%","33.3%","0.0%","25.0%","0.0%","33.3%","0.0%","0.0%"
"SITE_70","55.6%","0.0%","0.0%","0.0%","44.4%","0.0%","0.0%","0.0%","0.0%"
"SITE_700","10.0%","0.0%","35.0%","0.0%","20.0%","0.0%","35.0%","0.0%","0.0%"
"SITE_701","15.4%","0.0%","30.8%","0.0%","38.5%","0.0%","15.4%","0.0%","0.0%"
"SITE_702","11.1%","0.0%","33.3%","0.0%","22.2%","0.0%","33.3%","0.0%","0.0%"
"SITE_703","13.3%","0.0%","26.7%","0.0%","6.7%","6.7%","40.0%","6.7%","0.0%"
"SITE_704","22.2%","0.0%","22.2%","0.0%","33.3%","0.0%","22.2%","0.0%","0.0%"
"SITE_705","50.0%","0.0%","12.5%","0.0%","25.0%","0.0%","12.5%","0.0%","0.0%"
"SITE_706","14.3%","0.0%","71.4%","0.0%","14.3%","0.0%","0.0%","0.0%","0.0%"
"SITE_707","23.1%","0.0%","23.1%","0.0%","46.2%","0.0%","7.7%","0.0%","0.0%"
"SITE_708","37.5%","0.0%","12.5%","0.0%","50.0%","0.0%","0.0%","0.0%","0.0%"
"SITE_709","0.0%","30.0%","0.0%","30.0%","0.0%","20.0%","0.0%","20.0%","0.0%"
"SITE_71","33.3%","0.0%","26.7%","0.0%","6.7%","0.0%","33.3%","0.0%","0.0%"
"SITE_710","0.0%","0.0%","36.4%","0.0%","27.3%","0.0%","36.4%","0.0%","0.0%"
"SITE_711","14.3%","0.0%","14.3%","0.0%","0.0%","0.0%","71.4%","0.0%","0.0%"
"SITE_712","36.4%","0.0%","18.2%","0.0%","36.4%","0.0%","9.1%","0.0%","0.0%"
"SITE_713","45.5%","0.0%","0.0%","0.0%","27.3%","0.0%","27.3%","0.0%","0.0%"
"SITE_714","0.0%","0.0%","66.7%","0.0%","0.0%","0.0%","33.3%","0.0%","0.0%"
"SITE_715","12.5%","6.2%","31.2%","6.2%","6.2%","12.5%","12.5%","12.5%","0.0%"
"SITE_716","22.2%","0.0%","44.4%","0.0%","33.3%","0.0%","0.0%","0.0%","0.0%"
"SITE_717","25.0%","0.0%","8.3%","0.0%","33.3%","0.0%","33.3%","0.0%","0.0%"
"SITE_718","22.2%","0.0%","11.1%","0.0%","22.2%","0.0%","44.4%","0.0%","0.0%"
"SITE_719","38.5%","0.0%","7.7%","7.7%","38.5%","0.0%","7.7%","0.0%","0.0%"
"SITE_72","25.0%","0.0%","25.0%","0.0%","16.7%","0.0%","33.3%","0.0%","0.0%"
"SITE_720","14.3%","0.0%","14.3%","0.0%","14.3%","0.0%","28.6%","28.6%","0.0%"
"SITE_721","0.0%","47.4%","0.0%","5.3%","0.0%","31.6%","0.0%","15.8%","0.0%"
"SITE_722","7.7%","30.8%","7.7%","23.1%","0.0%","7.7%","0.0%","23.1%","0.0%"
"SITE_723","12.5%","0.0%","18.8%","0.0%","25.0%","0.0%","43.8%","0.0%","0.0%"
"SITE_724","18.2%","0.0%","40.9%","0.0%","22.7%","0.0%","18.2%","0.0%","0.0%"
"SITE_725","22.2%","0.0%","33.3%","0.0%","22.2%","0.0%","22.2%","0.0%","0.0%"
"SITE_726","16.7%","0.0%","38.9%","0.0%","22.2%","0.0%","22.2%","0.0%","0.0%"
"SITE_727","28.6%","0.0%","35.7%","0.0%","21.4%","0.0%","14.3%","0.0%","0.0%"
"SITE_728","0.0%","0.0%","0.0%","0.0%","80.0%","0.0%","20.0%","0.0%","0.0%"
"SITE_729","26.7%","0.0%","13.3%","0.0%","40.0%","0.0%","20.0%","0.0%","0.0%"
"SITE_73","11.8%","0.0%","35.3%","0.0%","11.8%","0.0%","41.2%","0.0%","0.0%"
"SITE_730","0.0%","0.0%","40.0%","0.0%","20.0%","0.0%","40.0%","0.0%","0.0%"
"SITE_731","0.0%","0.0%","0.0%","62.5%","0.0%","12.5%","0.0%","25.0%","0.0%"
"SITE_732","20.0%","0.0%","26.7%","0.0%","33.3%","0.0%","20.0%","0.0%","0.0%"
"SITE_733","38.5%","0.0%","15.4%","0.0%","30.8%","0.0%","15.4%","0.0%","0.0%"
"SITE_734","12.5%","0.0%","37.5%","0.0%","12.5%","0.0%","37.5%","0.0%","0.0%"
"SITE_735","0.0%","0.0%","28.6%","0.0%","42.9%","0.0%","28.6%","0.0%","0.0%"
"SITE_736","0.0%","0.0%","55.6%","0.0%","0.0%","0.0%","44.4%","0.0%","0.0%"
"SITE_737","33.3%","0.0%","0.0%","0.0%","0.0%","16.7%","0.0%","50.0%","0.0%"
"SITE_738","26.1%","0.0%","34.8%","0.0%","30.4%","0.0%","8.7%","0.0%","0.0%"
"SITE_739","25.0%","0.0%","12.5%","0.0%","50.0%","0.0%","12.5%","0.0%","0.0%"
"SITE_74","16.1%","0.0%","12.9%","0.0%","29.0%","0.0%","32.3%","3.2%","6.5%"
"SITE_740","12.5%","6.2%","18.8%","6.2%","6.2%","6.2%","12.5%","31.2%","0.0%"
"SITE_741","26.7%","0.0%","26.7%","0.0%","26.7%","0.0%","20.0%","0.0%","0.0%"
"SITE_742","45.5%","0.0%","0.0%","0.0%","36.4%","0.0%","18.2%","0.0%","0.0%"
"SITE_743","0.0%","10.0%","10.0%","40.0%","0.0%","20.0%","0.0%","20.0%","0.0%"
"SITE_744","10.0%","10.0%","30.0%","20.0%","0.0%","0.0%","0.0%","30.0%","0.0%"
"SITE_745","60.0%","0.0%","0.0%","0.0%","40.0%","0.0%","0.0%","0.0%","0.0%"
"SITE_746","18.2%","0.0%","36.4%","0.0%","9.1%","0.0%","36.4%","0.0%","0.0%"
"SITE_747","7.1%","0.0%","28.6%","0.0%","42.9%","0.0%","21.4%","0.0%","0.0%"
"SITE_748","11.1%","0.0%","27.8%","0.0%","38.9%","0.0%","22.2%","0.0%","0.0%"
"SITE_749","31.2%","0.0%","25.0%","0.0%","31.2%","0.0%","12.5%","0.0%","0.0%"
"SITE_75","20.0%","0.0%","30.0%","0.0%","30.0%","0.0%","20.0%","0.0%","0.0%"
"SITE_750","24.4%","0.0%","9.8%","0.0%","53.7%","0.0%","12.2%","0.0%","0.0%"
"SITE_751","36.4%","0.0%","36.4%","0.0%","13.6%","0.0%","13.6%","0.0%","0.0%"
"SITE_752","0.0%","40.0%","10.0%","20.0%","0.0%","20.0%","0.0%","10.0%","0.0%"
"SITE_753","37.5%","0.0%","6.2%","0.0%","25.0%","0.0%","31.2%","0.0%","0.0%"
"SITE_754","50.0%","0.0%","0.0%","0.0%","50.0%","0.0%","0.0%","0.0%","0.0%"
"SITE_755","37.5%","0.0%","25.0%","0.0%","0.0%","0.0%","37.5%","0.0%","0.0%"
"SITE_756","17.6%","0.0%","23.5%","0.0%","23.5%","0.0%","35.3%","0.0%","0.0%"
"SITE_757","14.3%","0.0%","0.0%","0.0%","71.4%","0.0%","14.3%","0.0%","0.0%"
"SITE_758","23.1%","0.0%","23.1%","0.0%","23.1%","0.0%","30.8%","0.0%","0.0%"
"SITE_759","0.0%","0.0%","50.0%","0.0%","0.0%","0.0%","50.0%","0.0%","0.0%"
"SITE_76","22.7%","0.0%","4.5%","0.0%","31.8%","0.0%","40.9%","0.0%","0.0%"
"SITE_760","44.4%","0.0%","0.0%","0.0%","44.4%","0.0%","11.1%","0.0%","0.0%"
"SITE_761","35.7%","7.1%","7.1%","0.0%","50.0%","0.0%","0.0%","0.0%","0.0%"
"SITE_762","9.1%","0.0%","13.6%","22.7%","0.0%","18.2%","13.6%","22.7%","0.0%"
"SITE_763","11.8%","5.9%","5.9%","5.9%","35.3%","0.0%","29.4%","5.9%","0.0%"
"SITE_764","60.0%","0.0%","0.0%","0.0%","40.0%","0.0%","0.0%","0.0%","0.0%"
"SITE_765","25.0%","0.0%","16.7%","0.0%","50.0%","0.0%","8.3%","0.0%","0.0%"
"SITE_766","30.8%","0.0%","26.9%","0.0%","30.8%","0.0%","11.5%","0.0%","0.0%"
"SITE_767","0.0%","0.0%","30.0%","0.0%","20.0%","0.0%","50.0%","0.0%","0.0%"
"SITE_768","0.0%","0.0%","33.3%","0.0%","33.3%","0.0%","33.3%","0.0%","0.0%"
"SITE_769","28.6%","0.0%","14.3%","0.0%","57.1%","0.0%","0.0%","0.0%","0.0%"
"SITE_77","44.4%","0.0%","11.1%","0.0%","33.3%","0.0%","11.1%","0.0%","0.0%"
"SITE_770","28.6%","0.0%","28.6%","0.0%","0.0%","0.0%","42.9%","0.0%","0.0%"
"SITE_771","16.7%","0.0%","33.3%","0.0%","50.0%","0.0%","0.0%","0.0%","0.0%"
"SITE_772","25.0%","0.0%","33.3%","0.0%","25.0%","0.0%","16.7%","0.0%","0.0%"
"SITE_773","21.4%","0.0%","42.9%","0.0%","21.4%","0.0%","14.3%","0.0%","0.0%"
"SITE_774","28.6%","0.0%","28.6%","0.0%","0.0%","0.0%","42.9%","0.0%","0.0%"
"SITE_775","40.0%","0.0%","10.0%","0.0%","40.0%","0.0%","10.0%","0.0%","0.0%"
"SITE_776","9.1%","0.0%","27.3%","0.0%","54.5%","0.0%","9.1%","0.0%","0.0%"
"SITE_777","0.0%","33.3%","0.0%","33.3%","0.0%","22.2%","0.0%","11.1%","0.0%"
"SITE_778","20.0%","0.0%","20.0%","0.0%","40.0%","0.0%","20.0%","0.0%","0.0%"
"SITE_779","0.0%","40.0%","0.0%","0.0%","0.0%","40.0%","0.0%","20.0%","0.0%"
"SITE_78","11.1%","0.0%","27.8%","0.0%","27.8%","0.0%","33.3%","0.0%","0.0%"
"SITE_780","27.3%","0.0%","27.3%","0.0%","18.2%","0.0%","27.3%","0.0%","0.0%"
"SITE_781","22.2%","0.0%","22.2%","0.0%","38.9%","0.0%","16.7%","0.0%","0.0%"
"SITE_782","0.0%","23.1%","0.0%","23.1%","0.0%","46.2%","0.0%","7.7%","0.0%"
"SITE_783","0.0%","50.0%","0.0%","50.0%","0.0%","0.0%","0.0%","0.0%","0.0%"
"SITE_784","18.2%","0.0%","27.3%","0.0%","9.1%","0.0%","45.5%","0.0%","0.0%"
"SITE_785","57.1%","0.0%","42.9%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%"
"SITE_786","13.3%","0.0%","33.3%","0.0%","13.3%","0.0%","40.0%","0.0%","0.0%"
"SITE_787","42.9%","0.0%","0.0%","0.0%","57.1%","0.0%","0.0%","0.0%","0.0%"
"SITE_788","18.2%","9.1%","9.1%","9.1%","9.1%","18.2%","9.1%","18.2%","0.0%"
"SITE_789","0.0%","37.5%","0.0%","37.5%","0.0%","0.0%","0.0%","25.0%","0.0%"
"SITE_79","0.0%","0.0%","60.0%","0.0%","0.0%","0.0%","40.0%","0.0%","0.0%"
"SITE_790","47.4%","0.0%","0.0%","0.0%","36.8%","0.0%","10.5%","0.0%","5.3%"
"SITE_791","0.0%","21.7%","0.0%","30.4%","0.0%","13.0%","0.0%","30.4%","4.3%"
"SITE_792","20.0%","0.0%","26.7%","0.0%","26.7%","0.0%","26.7%","0.0%","0.0%"
"SITE_793","15.0%","0.0%","25.0%","0.0%","30.0%","0.0%","30.0%","0.0%","0.0%"
"SITE_794","15.8%","0.0%","15.8%","0.0%","26.3%","0.0%","42.1%","0.0%","0.0%"
"SITE_795","0.0%","41.7%","0.0%","16.7%","0.0%","8.3%","0.0%","25.0%","8.3%"
"SITE_796","30.0%","0.0%","15.0%","0.0%","45.0%","0.0%","10.0%","0.0%","0.0%"
"SITE_797","10.0%","0.0%","50.0%","0.0%","30.0%","0.0%","10.0%","0.0%","0.0%"
"SITE_798","9.1%","0.0%","27.3%","0.0%","18.2%","0.0%","45.5%","0.0%","0.0%"
"SITE_799","6.7%","0.0%","6.7%","13.3%","20.0%","6.7%","40.0%","6.7%","0.0%"
"SITE_8","23.5%","5.9%","11.8%","0.0%","17.6%","0.0%","35.3%","5.9%","0.0%"
"SITE_80","9.1%","0.0%","27.3%","0.0%","36.4%","0.0%","27.3%","0.0%","0.0%"
"SITE_800","42.3%","0.0%","19.2%","0.0%","19.2%","0.0%","19.2%","0.0%","0.0%"
"SITE_801","31.8%","0.0%","18.2%","0.0%","13.6%","0.0%","36.4%","0.0%","0.0%"
"SITE_802","20.0%","0.0%","40.0%","0.0%","0.0%","0.0%","40.0%","0.0%","0.0%"
"SITE_803","23.1%","0.0%","15.4%","0.0%","23.1%","0.0%","38.5%","0.0%","0.0%"
"SITE_804","27.3%","4.5%","4.5%","13.6%","4.5%","4.5%","31.8%","9.1%","0.0%"
"SITE_805","37.5%","0.0%","12.5%","0.0%","37.5%","0.0%","12.5%","0.0%","0.0%"
"SITE_806","9.1%","0.0%","31.8%","0.0%","36.4%","0.0%","22.7%","0.0%","0.0%"
"SITE_807","8.3%","25.0%","0.0%","16.7%","8.3%","16.7%","16.7%","8.3%","0.0%"
"SITE_808","31.2%","0.0%","25.0%","0.0%","37.5%","0.0%","6.2%","0.0%","0.0%"
"SITE_809","0.0%","0.0%","66.7%","0.0%","0.0%","0.0%","33.3%","0.0%","0.0%"
"SITE_81","0.0%","0.0%","66.7%","33.3%","0.0%","0.0%","0.0%","0.0%","0.0%"
"SITE_810","25.0%","0.0%","12.5%","0.0%","25.0%","0.0%","37.5%","0.0%","0.0%"
"SITE_811","21.1%","0.0%","10.5%","0.0%","42.1%","0.0%","26.3%","0.0%","0.0%"
"SITE_812","50.0%","0.0%","0.0%","0.0%","31.2%","0.0%","18.8%","0.0%","0.0%"
"SITE_813","12.5%","0.0%","37.5%","0.0%","18.8%","0.0%","25.0%","0.0%","6.2%"
"SITE_814","36.4%","0.0%","27.3%","0.0%","18.2%","0.0%","18.2%","0.0%","0.0%"
"SITE_815","0.0%","45.5%","0.0%","0.0%","0.0%","36.4%","0.0%","18.2%","0.0%"
"SITE_816","27.3%","0.0%","0.0%","0.0%","54.5%","0.0%","18.2%","0.0%","0.0%"
"SITE_817","57.1%","0.0%","0.0%","14.3%","0.0%","14.3%","14.3%","0.0%","0.0%"
"SITE_818","0.0%","0.0%","50.0%","0.0%","25.0%","0.0%","25.0%","0.0%","0.0%"
"SITE_819","14.3%","0.0%","42.9%","0.0%","21.4%","0.0%","21.4%","0.0%","0.0%"
"SITE_82","0.0%","0.0%","63.6%","0.0%","0.0%","0.0%","36.4%","0.0%","0.0%"
"SITE_820","0.0%","41.7%","0.0%","16.7%","0.0%","16.7%","0.0%","25.0%","0.0%"
"SITE_821","7.7%","0.0%","30.8%","0.0%","30.8%","0.0%","30.8%","0.0%","0.0%"
"SITE_822","25.0%","0.0%","18.8%","0.0%","25.0%","0.0%","31.2%","0.0%","0.0%"
"SITE_823","17.6%","0.0%","17.6%","0.0%","35.3%","0.0%","29.4%","0.0%","0.0%"
"SITE_824","30.0%","0.0%","10.0%","0.0%","30.0%","0.0%","30.0%","0.0%","0.0%"
"SITE_825","0.0%","0.0%","40.0%","0.0%","20.0%","0.0%","40.0%","0.0%","0.0%"
"SITE_826","13.3%","0.0%","33.3%","0.0%","26.7%","0.0%","26.7%","0.0%","0.0%"
"SITE_827","40.0%","0.0%","0.0%","0.0%","40.0%","0.0%","20.0%","0.0%","0.0%"
"SITE_828","0.0%","27.8%","0.0%","22.2%","0.0%","16.7%","0.0%","33.3%","0.0%"
"SITE_829","5.6%","13.9%","38.9%","13.9%","8.3%","5.6%","8.3%","5.6%","0.0%"
"SITE_83","0.0%","25.0%","62.5%","0.0%","0.0%","12.5%","0.0%","0.0%","0.0%"
"SITE_830","37.5%","0.0%","18.8%","0.0%","25.0%","0.0%","18.8%","0.0%","0.0%"
"SITE_831","15.4%","0.0%","30.8%","0.0%","23.1%","0.0%","30.8%","0.0%","0.0%"
"SITE_832","40.0%","0.0%","10.0%","0.0%","20.0%","0.0%","30.0%","0.0%","0.0%"
"SITE_833","17.6%","0.0%","17.6%","0.0%","29.4%","0.0%","35.3%","0.0%","0.0%"
"SITE_834","0.0%","16.0%","0.0%","16.0%","0.0%","32.0%","12.0%","24.0%","0.0%"
"SITE_835","12.5%","0.0%","37.5%","0.0%","12.5%","0.0%","37.5%","0.0%","0.0%"
"SITE_836","33.3%","0.0%","22.2%","0.0%","22.2%","0.0%","22.2%","0.0%","0.0%"
"SITE_837","25.0%","0.0%","16.7%","0.0%","33.3%","0.0%","25.0%","0.0%","0.0%"
"SITE_838","35.3%","0.0%","0.0%","0.0%","29.4%","0.0%","35.3%","0.0%","0.0%"
"SITE_839","30.0%","0.0%","30.0%","0.0%","0.0%","0.0%","40.0%","0.0%","0.0%"
"SITE_84","33.3%","0.0%","22.2%","0.0%","11.1%","0.0%","33.3%","0.0%","0.0%"
"SITE_840","35.0%","0.0%","20.0%","0.0%","30.0%","0.0%","15.0%","0.0%","0.0%"
"SITE_841","0.0%","37.5%","0.0%","25.0%","0.0%","12.5%","0.0%","12.5%","12.5%"
"SITE_842","18.2%","0.0%","27.3%","0.0%","0.0%","0.0%","45.5%","0.0%","9.1%"
"SITE_843","6.7%","0.0%","40.0%","0.0%","13.3%","0.0%","40.0%","0.0%","0.0%"
"SITE_844","46.4%","0.0%","3.6%","0.0%","17.9%","0.0%","28.6%","3.6%","0.0%"
"SITE_845","33.3%","0.0%","16.7%","0.0%","33.3%","0.0%","16.7%","0.0%","0.0%"
"SITE_846","36.4%","0.0%","18.2%","0.0%","18.2%","0.0%","18.2%","0.0%","9.1%"
"SITE_847","20.0%","0.0%","20.0%","0.0%","40.0%","0.0%","20.0%","0.0%","0.0%"
"SITE_848","14.3%","0.0%","28.6%","0.0%","14.3%","0.0%","42.9%","0.0%","0.0%"
"SITE_849","22.2%","0.0%","44.4%","0.0%","22.2%","0.0%","11.1%","0.0%","0.0%"
"SITE_85","37.5%","0.0%","0.0%","0.0%","62.5%","0.0%","0.0%","0.0%","0.0%"
"SITE_850","0.0%","12.5%","0.0%","12.5%","0.0%","75.0%","0.0%","0.0%","0.0%"
"SITE_851","20.0%","0.0%","30.0%","0.0%","20.0%","0.0%","30.0%","0.0%","0.0%"
"SITE_852","42.9%","0.0%","0.0%","0.0%","57.1%","0.0%","0.0%","0.0%","0.0%"
"SITE_853","46.2%","0.0%","11.5%","0.0%","26.9%","0.0%","15.4%","0.0%","0.0%"
"SITE_854","30.8%","0.0%","7.7%","0.0%","53.8%","0.0%","7.7%","0.0%","0.0%"
"SITE_855","28.6%","0.0%","14.3%","7.1%","35.7%","7.1%","7.1%","0.0%","0.0%"
"SITE_856","0.0%","42.9%","0.0%","21.4%","0.0%","14.3%","0.0%","21.4%","0.0%"
"SITE_857","23.5%","0.0%","29.4%","0.0%","11.8%","0.0%","35.3%","0.0%","0.0%"
"SITE_858","33.3%","0.0%","41.7%","0.0%","16.7%","0.0%","8.3%","0.0%","0.0%"
"SITE_859","30.0%","0.0%","45.0%","0.0%","20.0%","0.0%","5.0%","0.0%","0.0%"
"SITE_86","20.0%","0.0%","30.0%","0.0%","20.0%","0.0%","30.0%","0.0%","0.0%"
"SITE_860","18.2%","0.0%","36.4%","0.0%","9.1%","0.0%","36.4%","0.0%","0.0%"
"SITE_861","40.0%","0.0%","0.0%","0.0%","40.0%","0.0%","20.0%","0.0%","0.0%"
"SITE_862","15.4%","0.0%","23.1%","0.0%","30.8%","0.0%","30.8%","0.0%","0.0%"
"SITE_863","12.5%","0.0%","12.5%","0.0%","25.0%","0.0%","50.0%","0.0%","0.0%"
"SITE_864","26.7%","0.0%","33.3%","0.0%","13.3%","0.0%","26.7%","0.0%","0.0%"
"SITE_865","23.1%","0.0%","23.1%","0.0%","30.8%","0.0%","23.1%","0.0%","0.0%"
"SITE_866","27.3%","0.0%","27.3%","27.3%","0.0%","0.0%","9.1%","9.1%","0.0%"
"SITE_867","31.2%","0.0%","18.8%","0.0%","43.8%","0.0%","6.2%","0.0%","0.0%"
"SITE_868","33.3%","0.0%","22.2%","11.1%","33.3%","0.0%","0.0%","0.0%","0.0%"
"SITE_869","23.1%","0.0%","30.8%","0.0%","0.0%","0.0%","46.2%","0.0%","0.0%"
"SITE_87","25.0%","0.0%","25.0%","0.0%","37.5%","0.0%","12.5%","0.0%","0.0%"
"SITE_870","33.3%","0.0%","11.1%","0.0%","16.7%","0.0%","27.8%","0.0%","11.1%"
"SITE_871","0.0%","0.0%","30.0%","0.0%","50.0%","0.0%","20.0%","0.0%","0.0%"
"SITE_872","8.3%","0.0%","58.3%","0.0%","8.3%","0.0%","25.0%","0.0%","0.0%"
"SITE_873","0.0%","23.1%","0.0%","23.1%","0.0%","38.5%","0.0%","15.4%","0.0%"
"SITE_874","0.0%","15.4%","0.0%","23.1%","7.7%","15.4%","7.7%","30.8%","0.0%"
"SITE_875","40.0%","0.0%","0.0%","0.0%","20.0%","0.0%","40.0%","0.0%","0.0%"
"SITE_876","0.0%","10.0%","20.0%","0.0%","0.0%","10.0%","50.0%","10.0%","0.0%"
"SITE_877","41.7%","0.0%","0.0%","0.0%","50.0%","0.0%","8.3%","0.0%","0.0%"
"SITE_878","0.0%","20.0%","0.0%","20.0%","0.0%","20.0%","0.0%","40.0%","0.0%"
"SITE_879","0.0%","20.0%","0.0%","40.0%","0.0%","15.0%","0.0%","25.0%","0.0%"
"SITE_88","37.5%","0.0%","37.5%","0.0%","12.5%","0.0%","12.5%","0.0%","0.0%"
"SITE_880","61.5%","0.0%","38.5%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%"
"SITE_881","25.0%","0.0%","25.0%","0.0%","25.0%","0.0%","25.0%","0.0%","0.0%"
"SITE_882","13.3%","0.0%","26.7%","0.0%","46.7%","0.0%","13.3%","0.0%","0.0%"
"SITE_883","26.7%","13.3%","20.0%","0.0%","20.0%","0.0%","6.7%","13.3%","0.0%"
"SITE_884","11.8%","0.0%","17.6%","0.0%","29.4%","0.0%","41.2%","0.0%","0.0%"
"SITE_885","0.0%","50.0%","0.0%","14.3%","0.0%","28.6%","0.0%","7.1%","0.0%"
"SITE_886","23.3%","0.0%","30.0%","0.0%","20.0%","0.0%","26.7%","0.0%","0.0%"
"SITE_887","8.3%","0.0%","0.0%","0.0%","25.0%","0.0%","50.0%","16.7%","0.0%"
"SITE_888","14.3%","0.0%","28.6%","0.0%","7.1%","0.0%","50.0%","0.0%","0.0%"
"SITE_889","0.0%","16.7%","0.0%","16.7%","16.7%","0.0%","0.0%","50.0%","0.0%"
"SITE_89","50.0%","0.0%","12.5%","0.0%","37.5%","0.0%","0.0%","0.0%","0.0%"
"SITE_890","26.7%","0.0%","33.3%","0.0%","20.0%","0.0%","20.0%","0.0%","0.0%"
"SITE_891","45.0%","0.0%","25.0%","0.0%","20.0%","0.0%","10.0%","0.0%","0.0%"
"SITE_892","20.0%","0.0%","20.0%","0.0%","13.3%","0.0%","46.7%","0.0%","0.0%"
"SITE_893","0.0%","0.0%","25.0%","0.0%","25.0%","0.0%","25.0%","25.0%","0.0%"
"SITE_894","25.0%","0.0%","12.5%","0.0%","25.0%","0.0%","37.5%","0.0%","0.0%"
"SITE_895","0.0%","0.0%","35.7%","0.0%","35.7%","0.0%","28.6%","0.0%","0.0%"
"SITE_896","4.5%","0.0%","36.4%","4.5%","22.7%","0.0%","22.7%","9.1%","0.0%"
"SITE_897","0.0%","13.3%","0.0%","40.0%","0.0%","0.0%","0.0%","46.7%","0.0%"
"SITE_898","31.2%","0.0%","12.5%","0.0%","37.5%","0.0%","18.8%","0.0%","0.0%"
"SITE_899","0.0%","0.0%","50.0%","0.0%","0.0%","0.0%","50.0%","0.0%","0.0%"
"SITE_9","10.5%","0.0%","31.6%","0.0%","42.1%","0.0%","15.8%","0.0%","0.0%"
"SITE_90","20.0%","0.0%","20.0%","0.0%","30.0%","0.0%","30.0%","0.0%","0.0%"
"SITE_900","37.5%","0.0%","37.5%","0.0%","25.0%","0.0%","0.0%","0.0%","0.0%"
"SITE_901","10.0%","0.0%","40.0%","0.0%","0.0%","0.0%","50.0%","0.0%","0.0%"
"SITE_902","16.7%","0.0%","27.8%","0.0%","22.2%","0.0%","33.3%","0.0%","0.0%"
"SITE_903","31.6%","0.0%","26.3%","0.0%","21.1%","0.0%","21.1%","0.0%","0.0%"
"SITE_904","19.2%","0.0%","26.9%","3.8%","26.9%","7.7%","15.4%","0.0%","0.0%"
"SITE_905","13.6%","0.0%","22.7%","0.0%","18.2%","4.5%","40.9%","0.0%","0.0%"
"SITE_906","0.0%","25.0%","0.0%","0.0%","0.0%","50.0%","0.0%","25.0%","0.0%"
"SITE_907","10.0%","0.0%","10.0%","0.0%","20.0%","0.0%","50.0%","10.0%","0.0%"
"SITE_908","38.5%","7.7%","0.0%","0.0%","38.5%","0.0%","7.7%","7.7%","0.0%"
