Table,Variable,Position,Units,Variable type,Variable Description / Question Text,2017 Table,2017 Variable,2011 Table,2011 Variable
MF_Building_Site_Detail.csv,Height_Class,8,,Single Choice selection,Multi-family weighting variable: building height class,,,,
MF_Building_Site_Detail.csv,Building_Strata,9,,Single Choice selection,Strata Name,,,,
MF_Building_Site_Detail.csv,Zip,10,,text,Zip Code,,,,
MF_Building_Site_Detail.csv,Building_Case_Weight,11,,Single Choice selection,Multi-family weighting variable: building height class,,,,
MF_Building_Site_Detail.csv,Strata_Population_Estimate,12,,decimal,Estimate of the strata's population,,,,
MF_Building_Site_Detail.csv,Electric_Utility,13,,Single Choice selection,Electric Utility,,,,
MF_Building_Site_Detail.csv,EIA_Electric_Utility_ID,14,,ID,Electric Utility ID,,,,
MF_Building_Site_Detail.csv,Gas_Utility,15,,Single Choice selection,Gas Utility,,,,
MF_Building_Site_Detail.csv,Part_of_MF_complex,16,,Single Choice selection,Is the audited building(s) part of a Multi-family complex?,,,,
MF_Building_Site_Detail.csv,Building_vintage,17,,integer,What year was the building constructed?,,,,
MF_Building_Site_Detail.csv,Building_vintage_is_estimated,18,,Single Choice selection,Year Building Constructed is estimated?,,,,
MF_Building_Site_Detail.csv,Floors_above_ground,19,,decimal,Total number of floors above ground (including partial floors),,,,
MF_Building_Site_Detail.csv,Floors_below_ground,20,,decimal,Total number of floors below ground (including partial floors),,,,
MF_Building_Site_Detail.csv,Commercial_space_present,21,,Single Choice selection,Is there commercial space in the building? ,,,,
MF_Building_Site_Detail.csv,NonRes_floors_above_ground,22,,decimal,Total number of non-residential floors above ground (including partial floors),,,,
MF_Building_Site_Detail.csv,Tenant_units_in_building,23,,integer,Total number of units in building?,,,,
MF_Building_Site_Detail.csv,Tenant_units_in_building_is_estimated,24,,Single Choice selection,Is Total number of units estimated?,,,,
MF_Building_Site_Detail.csv,Building_area_(sq_ft),25,,integer,"Total enclosed building area (sq ft) (includes residential and commercial, but excludes parking garages)",,,,
MF_Building_Site_Detail.csv,Building_area_(sq_ft)_is_estimated,26,,Single Choice selection,Is Total Enclosed Area square footage estimated?,,,,
MF_Building_Site_Detail.csv,Gym_Present,27,,Single Choice selection,Gym Present,,,,
MF_Building_Site_Detail.csv,Laundry_Room_Present,28,,Single Choice selection,Laundry Room Present,,,,
MF_Building_Site_Detail.csv,Indoor_Pool_Present,29,,Single Choice selection,Indoor Pool Present,,,,
MF_Building_Site_Detail.csv,Outdoor_Pool_Present,30,,Single Choice selection,Outdoor Pool Present,,,,
MF_Building_Site_Detail.csv,Hot_Tub_Present,31,,Single Choice selection,Hot Tub Present,,,,
MF_Building_Site_Detail.csv,Number_of_elevators,32,,integer,Number of elevators,,,,
MF_Building_Site_Detail.csv,Presence_of_power_generation,33,,Single Choice selection,Is there on-site power generation such as Solar / PV present?,,,,
MF_Building_Site_Detail.csv,Power_generation_types,34,,Single Choice selection,Which types of on-site power generation are present? Choose all that apply,,,,
MF_Building_Site_Detail.csv,Other_SPECIFY:,35,,long_text,Other SPECIFY:,,,,
MF_Building_Site_Detail.csv,Parking_provided,36,,Single Choice selection,Is parking provided for the complex?,,,,
MF_Building_Site_Detail.csv,Type_of_parking,37,,Single Choice selection,What kind of parking is available? Choose all that apply,,,,
MF_Building_Site_Detail.csv,Lighted_parking,38,,Single Choice selection,Parking area directly illuminated? ,,,,
MF_Building_Site_Detail.csv,Parking_Lamp_Type_1,39,,Single Choice selection,Parking Lamp Type 1,,,,
MF_Building_Site_Detail.csv,Parking_Lamp_Style_1,40,,Single Choice selection,Parking Lamp Style 1,,,,
MF_Building_Site_Detail.csv,Parking_Lamp_Count_1,41,,integer,Parking Lamp Count 1,,,,
MF_Building_Site_Detail.csv,Parking_Lamp_Type_2,42,,Single Choice selection,Parking Lamp Type 2,,,,
MF_Building_Site_Detail.csv,Parking_Lamp_Style_2,43,,Single Choice selection,Parking Lamp Style 2,,,,
MF_Building_Site_Detail.csv,Parking_Lamp_Count_2,44,,integer,Parking Lamp Count 2,,,,
MF_Building_Site_Detail.csv,Parking_Lamp_Type_3,45,,Single Choice selection,Parking Lamp Type 3,,,,
MF_Building_Site_Detail.csv,Parking_Lamp_Style_3,46,,Single Choice selection,Parking Lamp Style 3,,,,
MF_Building_Site_Detail.csv,Parking_Lamp_Count_3,47,,integer,Parking Lamp Count 3,,,,
MF_Building_Site_Detail.csv,Parking_Lamp_Type_4,48,,Single Choice selection,Parking Lamp Type 4,,,,
MF_Building_Site_Detail.csv,Parking_Lamp_Style_4,49,,Single Choice selection,Parking Lamp Style 4,,,,
MF_Building_Site_Detail.csv,Parking_Lamp_Count_4,50,,integer,Parking Lamp Count 4,,,,
MF_Building_Site_Detail.csv,Parking_Lamp_Type_5,51,,Single Choice selection,Parking Lamp Type 5,,,,
MF_Building_Site_Detail.csv,Parking_Lamp_Style_5,52,,Single Choice selection,Parking Lamp Style 5,,,,
MF_Building_Site_Detail.csv,Parking_Lamp_Count_5,53,,integer,Parking Lamp Count 5,,,,
MF_Building_Site_Detail.csv,Lighted_exterior,54,,Single Choice selection,Is there exterior lighting present?,,,,
MF_Building_Site_Detail.csv,Exterior_Lamp_Type_1,55,,Single Choice selection,Exterior Lamp Type 1,,,,
MF_Building_Site_Detail.csv,Exterior_Lamp_Style_1,56,,Single Choice selection,Exterior Lamp Style 1,,,,
MF_Building_Site_Detail.csv,Exterior_Lamp_Count_1,57,,integer,Exterior Lamp Count 1,,,,
MF_Building_Site_Detail.csv,Exterior_Lamp_Type_2,58,,Single Choice selection,Exterior Lamp Type 2,,,,
MF_Building_Site_Detail.csv,Exterior_Lamp_Style_2,59,,Single Choice selection,Exterior Lamp Style 2,,,,
MF_Building_Site_Detail.csv,Exterior_Lamp_Count_2,60,,integer,Exterior Lamp Count 2,,,,
MF_Building_Site_Detail.csv,Exterior_Lamp_Type_3,61,,Single Choice selection,Exterior Lamp Type 3,,,,
MF_Building_Site_Detail.csv,Exterior_Lamp_Style_3,62,,Single Choice selection,Exterior Lamp Style 3,,,,
MF_Building_Site_Detail.csv,Exterior_Lamp_Count_3,63,,integer,Exterior Lamp Count 3,,,,
MF_Building_Site_Detail.csv,Exterior_Lamp_Type_4,64,,Single Choice selection,Exterior Lamp Type 4,,,,
MF_Building_Site_Detail.csv,Exterior_Lamp_Style_4,65,,Single Choice selection,Exterior Lamp Style 4,,,,
MF_Building_Site_Detail.csv,Exterior_Lamp_Count_4,66,,integer,Exterior Lamp Count 4,,,,
MF_Building_Site_Detail.csv,Exterior_Lamp_Type_5,67,,Single Choice selection,Exterior Lamp Type 5,,,,
MF_Building_Site_Detail.csv,Exterior_Lamp_Style_5,68,,Single Choice selection,Exterior Lamp Style 5,,,,
MF_Building_Site_Detail.csv,Exterior_Lamp_Count_5,69,,integer,Exterior Lamp Count 5,,,,
MF_Building_Site_Detail.csv,Data Collection Type,70,,Single Choice selection,"Whether the building was surveyed in full (with access to the entire facility) or via partial/remote survey (without access to central systems, roofs, etc.)",,,,
MF_Building_Walls.csv,Building_ID,1,,ID,Building ID,,,,
MF_Building_Walls.csv,Wall_Type,2,,Single Choice selection,Wall type,,,,
MF_Building_Walls.csv,Wall_Type_Other,3,,long_text,Wall type other,,,,
MF_Building_Walls.csv,Wall_Sub_Type,4,,Single Choice selection,Wall sub type,,,,
MF_Building_Walls.csv,Wall_Sub_Type_Other,5,,long_text,Wall sub type other,,,,
MF_Building_Walls.csv,Wall_area_(sq_ft),6,Sq ft,decimal,Wall area (square feet),,,,
MF_Building_Walls.csv,Data Collection Type,7,,Single Choice selection,"Whether the building was surveyed in full (with access to the entire facility) or via partial/remote survey (without access to central systems, roofs, etc.)",,,,
MF_Building_WaterHeating.csv,Building_ID,1,,ID,Building ID,,,,
MF_Building_WaterHeating.csv,Common Areas Have Hot Water,2,,Single Choice selection,Do the common areas have hot water?,,,,
MF_Building_WaterHeating.csv,Tenant Units Have Water Heating Equipment,3,,Single Choice selection,Do the tenant units have water heating equipment?,,,,
MF_Building_WaterHeating.csv,COMMON Fossil Fuel Condensing Boiler,4,,Single Choice selection,Presence of COMMON Fossil Fuel Condensing Boiler,,,,
MF_Building_WaterHeating.csv,COMMON Fossil Fuel Non-Condensing Boiler,5,,Single Choice selection,Presence of COMMON Fossil Fuel Non-Condensing Boiler,,,,
MF_Building_WaterHeating.csv,COMMON Electric Resistance Boiler,6,,Single Choice selection,Presence of COMMON Electric Resistance Boiler,,,,
MF_Building_WaterHeating.csv,COMMON Unknown Boiler,7,,Single Choice selection,Presence of COMMON Unknown Boiler,,,,
MF_Building_WaterHeating.csv,COMMON Fossil Fuel Condensing Storage,8,,Single Choice selection,Presence of COMMON Fossil Fuel Condensing Storage,,,,
MF_Building_WaterHeating.csv,COMMON Fossil Fuel Non-Condensing Storage,9,,Single Choice selection,Presence of COMMON Fossil Fuel Non-Condensing Storage,,,,
MF_Building_WaterHeating.csv,COMMON Electric Resistance Storage,10,,Single Choice selection,Presence of COMMON Electric Resistance Storage,,,,
MF_Building_WaterHeating.csv,COMMON Unknown Storage,11,,Single Choice selection,Presence of COMMON Unknown Storage,,,,
MF_Building_WaterHeating.csv,COMMON Fossil Fuel Condensing Instantaneous,12,,Single Choice selection,Presence of COMMON Fossil Fuel Condensing Instantaneous,,,,
MF_Building_WaterHeating.csv,COMMON Electric Resistance Instantaneous,13,,Single Choice selection,Presence of COMMON Electric Resistance Instantaneous,,,,
MF_Building_WaterHeating.csv,COMMON Converter/Indirect Water Heater,14,,Single Choice selection,Presence of COMMON Converter/Indirect Water Heater,,,,
MF_Building_WaterHeating.csv,COMMON Unknown Water Heating,15,,Single Choice selection,Presence of COMMON Unknown Water Heating,,,,
MF_Building_WaterHeating.csv,TENANT Fossil Fuel Condensing Boiler,16,,Single Choice selection,Presence of TENANT Fossil Fuel Condensing Boiler,,,,
MF_Building_WaterHeating.csv,TENANT Fossil Fuel Non-Condensing Boiler,17,,Single Choice selection,Presence of TENANT Fossil Fuel Non-Condensing Boiler,,,,
MF_Building_WaterHeating.csv,TENANT Electric Resistance Boiler,18,,Single Choice selection,Presence of TENANT Electric Resistance Boiler,,,,
MF_Building_WaterHeating.csv,TENANT Unknown Boiler,19,,Single Choice selection,Presence of TENANT Unknown Boiler,,,,
MF_Building_WaterHeating.csv,TENANT Fossil Fuel Condensing Storage,20,,Single Choice selection,Presence of TENANT Fossil Fuel Condensing Storage,,,,
MF_Building_WaterHeating.csv,TENANT Fossil Fuel Non-Condensing Storage,21,,Single Choice selection,Presence of TENANT Fossil Fuel Non-Condensing Storage,,,,
MF_Building_WaterHeating.csv,TENANT Electric Resistance Storage,22,,Single Choice selection,Presence of TENANT Electric Resistance Storage,,,,
MF_Building_WaterHeating.csv,TENANT Unknown Storage,23,,Single Choice selection,Presence of TENANT Unknown Storage,,,,
MF_Building_WaterHeating.csv,TENANT Fossil Fuel Condensing Instantaneous,24,,Single Choice selection,Presence of TENANT Fossil Fuel Condensing Instantaneous,,,,
MF_Building_WaterHeating.csv,TENANT Electric Resistance Instantaneous,25,,Single Choice selection,Presence of TENANT Electric Resistance Instantaneous,,,,
MF_Building_WaterHeating.csv,TENANT Converter/Indirect Water Heater,26,,Single Choice selection,Presence of TENANT Converter/Indirect Water Heater,,,,
MF_Building_WaterHeating.csv,TENANT Unknown Water Heating,27,,Single Choice selection,Presence of TENANT Unknown Water Heating,,,,
MF_Building_WaterHeating.csv,Hot Water for Common Laundry,28,,Single Choice selection,Presence of Hot Water for Common Laundry,,,,
MF_Building_WaterHeating.csv,Hot Water for Common Bathrooms,29,,Single Choice selection,Presence of Hot Water for Common Bathrooms,,,,
MF_Building_WaterHeating.csv,Hot Water for Common Kitchens,30,,Single Choice selection,Presence of Hot Water for Common Kitchens,,,,
MF_Building_WaterHeating.csv,Hot Water for Other Common Spaces,31,,Single Choice selection,Presence of Hot Water for Other Common Spaces,,,,
MF_Building_WaterHeating.csv,Other Common Spaces with Hot Water,32,,long_text,Other Common Spaces with Hot Water,,,,
MF_Building_WaterHeating.csv,Common Space has Radiators,33,,Single Choice selection,Does the common space have radiators?,,,,
MF_Building_WaterHeating.csv,Common Space has Evidence of Natural Gas Service,34,,Single Choice selection,Does the common space have evidence of natural gas service?,,,,
MF_Building_WaterHeating.csv,Common Space Natural Gas Service Evidence,35,,long_text,What evidence of natural gas service is present in the common areas?,,,,
MF_Building_WaterHeating.csv,Common Space has Evidence of Radiant Floor Heating,36,,Single Choice selection,Does the common space have evidence of radiant floor heating?,,,,
MF_Building_WaterHeating.csv,Tenant Space has Radiators,37,,Single Choice selection,Do tenant units have radiators?,,,,
MF_Building_WaterHeating.csv,Tenant Space has Evidence of Natural Gas Service,38,,Single Choice selection,Do tenant units have evidence of natural gas service?,,,,
MF_Building_WaterHeating.csv,Tenant Space Natural Gas Service Evidence,39,,long_text,What evidence of natural gas service is present in the tenant units?,,,,
MF_Building_WaterHeating.csv,Tenant Space has Evidence of Radiant Floor Heating,40,,Single Choice selection,Do tenant units have evidence of radiant floor heating?,,,,
MF_Building_WaterHeating.csv,Remote Observation - Has Evidence of Natural Gas Service,41,,long_text,Remote evidence of natural gas service?,,,,
MF_Building_WaterHeating.csv,Remote Observation - Evidence of Natural Gas Service,42,,long_text,What remote evidence of natural gas service?,,,,
MF_Building_WaterHeating.csv,Remote Observation - Evidence of Radiant Floor,43,,long_text,Remote evidence of radiant floors,,,,
MF_Building_WaterHeating.csv,Tenant In-Unit Water Heater Included,44,,Single Choice selection,Is data from the tenant unit survey included in the data in this table?,,,,
MF_Building_WaterHeating.csv,Data Collection Type,45,,Single Choice selection,"Whether the building was surveyed in full (with access to the entire facility) or via partial/remote survey (without access to central systems, roofs, etc.)",,,,
MF_Building_Windows.csv,Building_ID,1,,ID,Building ID,,,,
MF_Building_Windows.csv,Window_Type,2,,Single Choice selection,Window Type,,,,
MF_Building_Windows.csv,QTY_same_size_and_type,3,,integer,Quantity of the same type of windows,,,,
MF_Building_Windows.csv,Window_Height_(in),4,,decimal,Window Height (in),,,,
MF_Building_Windows.csv,Window_Width_(in),5,,decimal,Window Width (in),,,,
MF_Building_Windows.csv,Window_Area_(sq_in),6,,decimal,Window Area (sq in),,,,
MF_Building_Windows.csv,Number_of_windows_facing_North,7,,integer,Number of windows facing North,,,,
MF_Building_Windows.csv,Number_of_windows_facing_South,8,,integer,Number of windows facing South,,,,
MF_Building_Windows.csv,Number_of_windows_facing_East,9,,integer,Number of windows facing East,,,,
MF_Building_Windows.csv,Number_of_windows_facing_West,10,,integer,Number of windows facing West,,,,
MF_Building_Windows.csv,Number_of_windows_facing_Northeast,11,,integer,Number of windows facing Northeast,,,,
MF_Building_Windows.csv,Number_of_windows_facing_Northwest,12,,integer,Number of windows facing Northwest,,,,
MF_Building_Windows.csv,Number_of_windows_facing_Southeast,13,,integer,Number of windows facing Southeast,,,,
MF_Building_Windows.csv,Number_of_windows_facing_Southwest,14,,integer,Number of windows facing Southwest,,,,
MF_Building_Windows.csv,Number_of_windows_facing_Unknown,15,,integer,Number of windows facing unknown direction,,,,
MF_Building_Windows.csv,Data Collection Type,16,,Single Choice selection,"Whether the building was surveyed in full (with access to the entire facility) or via partial/remote survey (without access to central systems, roofs, etc.)",,,,
Outbuildings.csv,CK_SiteID,1,,ID,Site ID,,,,
Outbuildings.csv,Outbuilding_Description,2,,text,Outbuilding Name,,,,
Outbuildings.csv,Outbuilding_Type,3,,Single Choice selection,Outbuilding Type,,,,
Outbuildings.csv,Is_Outbuilding_Occupied,4,,Single Choice selection,Is this outbuilding occupied?,,,,
Outbuildings.csv,Outbuilding_Occupants,5,,integer,Number of Occupants,,,,
Outbuildings.csv,Outbuilding_Sq_Ft,6,Sq ft,decimal,Square Footage,,,,
Outbuildings.csv,Outbuilding_Sq_Ft_is_Estimated,7,,Single Choice selection,Square Footage is estimated?,,,,
Outbuildings.csv,Outbuilding_Heating_Fuel_Type,8,,Single Choice selection,Fuel type used for this outbuilding,,,SFMaster_sitedetails,Top_OutbuildingFuel
Outbuildings.csv,Outbuilding_Heating_Fuel_Type_-_Other,9,,long_text,Other SPECIFY:,,,,
Outbuildings.csv,Is_Outbuilding_Attached,10,,Single Choice selection,Is outbuilding attached to main residence?,,,,
Outbuildings.csv,Outbuilding_Meter_Shared_with_Home,11,,Single Choice selection,"Does outbuilding have its own meter, or is it shared with main residence?",,,,
Outbuildings.csv,Outbuilding_Meter_Shared_Type,12,,Multiple Choice selection,Which utility meters are shared? (Choose all the apply),,,,
Outbuildings.csv,Outbuilding_Meter_Shared_Type_-_Other,13,,long_text,Other SPECIFY:,,,,
Room.csv,CK_SiteID,1,,ID,Site ID,Room.csv,CK_SiteID,SFroom,siteid
Room.csv,PK_RoomID,2,,ID,Room ID,Room.csv,PK_RoomID,SFroom,room_it
Room.csv,Room_Type,3,,Single Choice selection,Room Type,Room.csv,Room Type,SFroom,RoomType
Room.csv,Room_Type_Other,4,,long_text,Other SPECIFY:,,,,
Room.csv,Area,5,Sq ft,decimal,Area,Room.csv,Area,SFroom,RoomSqFt
Room.csv,Area_Is_Estimated,6,,Single Choice selection,Room Area for OTHER is estimated?,Room.csv,Area_Notes,,
Room.csv,Space_Cooling,7,,Single Choice selection,"Type of Cooling (i.e., how is this space cooled?)",Room.csv,Space Cooling,SFroom,Room_Conditioned
Room.csv,Space_Heating,8,,Single Choice selection,"Type of Heating (i.e., how is this space heated?)",Room.csv,Space Heating,SFroom,Room_Conditioned
Room.csv,Ceiling_Height,9,Feet,decimal,Ceiling Height (ft),,,,
Room.csv,Ceiling_Height_Is_Estimated,10,,Single Choice selection,Ceiling Height is estimated?,,,,
Room.csv,Duct_Registers_Present,11,,Single Choice selection,Are there vents or registers present in this room for the central heating/cooling equipment?,,,SFroom,Room_Conditioned
SiteDetail.csv,Building_ID,1,,ID,Building ID,,,,
SiteDetail.csv,CK_SiteID,2,,ID,Site ID,SiteDetail.csv,PK_SiteID,Multiple tables,siteid
SiteDetail.csv,Building_Type,3,,Single Choice selection,Building Type,SiteDetail.csv,Building Type,SFMaster_housegeometry,SFBuildingType
SiteDetail.csv,Building_Category,4,,Single Choice selection,Building Category,SiteDetail.csv,Building Category,SFMaster_housegeometry,SFBuildingType
